speno,standardlength_cm,curvilinearlength_cm,standardsupinelength_cm,hipgirth_cm,maxgirth_cm,axillarygirth_cm,mass_kg,blubberthickness_cm,blubberdepthrightlateralhipa,blubberdepthrightlateralhipb,blubberdepthdorsalhipa_cm,blubberdepthdorsalhipb_cm,blubberdepthdorsalaxillarya,blubberdepthdorsalaxillaryb,blubberdepthlateralaxillarya,blubberdepthlateralaxillaryb,condition,morphometriccomments
PV2009_9016,127,135,NA,NA,NA,NA,48.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2009_9017,141,152,NA,NA,NA,NA,52.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2009_9018,127,136,NA,NA,NA,NA,49.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2009_9020,142,146,NA,NA,NA,NA,64.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2009_9021,147,159,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2009_9022,133,145,NA,NA,NA,NA,48.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2014_2016,106,111,NA,63,81,79,34.8,NA,1.68,NA,1.66,NA,1.66,NA,1.74,NA,NA,ultrasound
PV2014_2017,129,134,NA,75,95,94,52.4,NA,1.79,NA,1.77,NA,1.53,NA,1.57,NA,NA,ultrasound
PV2014_2018,153,168,NA,79,111,108,92.4,NA,1.64,NA,1.37,NA,1.11,NA,1.55,NA,NA,ultrasound
PV2014_2019,117,119,NA,79,88,86,44.4,NA,2.02,NA,2.19,NA,1.75,NA,2.67,NA,NA,ultrasound
PV2014_2020,164,173,NA,94,124.5,123.5,112,NA,2.19,NA,2.24,NA,1.79,NA,2.19,NA,NA,ultrasound
PV2015_1004,120,129,NA,56,91,89,43.6,NA,1.11,NA,1.1,NA,0.95,NA,2.14,NA,NA,ultrasound
PV2015_1005,92,103,NA,47,80,68,26.2,NA,1.19,NA,1.27,NA,1.11,NA,1.52,NA,NA,ultrasound
PV2015_1006,116,121,NA,58.5,90,84,40.6,NA,1.13,NA,1.13,NA,0.87,NA,1.31,NA,NA,ultrasound
PV2015_1007,109,117,NA,57,81,78,30.8,NA,1.4,NA,1.46,NA,1.25,NA,1.8,NA,NA,ultrasound
PV2015_1008,116,133,NA,71,89,89,43.4,NA,1.25,NA,1.23,NA,1.01,NA,1.5,NA,NA,ultrasound
PV2015_1009,113,123,NA,63,89,85,40.6,NA,1.27,NA,1.4,NA,1.11,NA,1.74,NA,NA,ultrasound
PV2015_1010,126,141,NA,71,101,100.5,61.1,NA,1.48,NA,1.64,NA,1.52,NA,1.48,NA,NA,ultrasound
PV2015_1011,165,171,NA,89,118.5,112,91.8,NA,1.44,NA,1.84,NA,1.13,NA,1.62,NA,NA,ultrasound
PV2015_1012,177,183,NA,96,124.5,122,155.6,NA,1.72,NA,1.8,NA,1.54,NA,1.94,NA,NA,ultrasound
PV2015_1013,150,162,NA,81.5,118,112.5,89.2,NA,2.04,NA,1.86,NA,1.62,NA,2.06,NA,NA,ultrasound
PV2015_1014,128,137,NA,79,103.5,103.5,61.4,NA,1.76,NA,1.58,NA,1.05,NA,1.88,NA,NA,ultrasound
PV2015_1015,158,164.5,NA,82,138,138,76.4,NA,1.42,NA,1.52,NA,1.36,NA,1.09,NA,NA,ultrasound
PV2015_1016,153,164,NA,86,114,112,95.7,NA,1.54,NA,1.8,NA,1.27,NA,1.94,NA,NA,ultrasound
PV2015_1017,167.5,178.5,NA,89,122,117,113,NA,1.64,NA,1.68,NA,1.01,NA,1.82,NA,NA,ultrasound
PV2017_1007,73,79,NA,47,59,58.5,13,NA,1.11,NA,1.03,NA,0.67,NA,0.99,NA,NA,NA
PV2017_1008,93,98,NA,66,80,77,24.7,NA,2.24,NA,2.14,NA,2.24,NA,2.59,NA,NA,NA
PV2015_1018,104,105.5,NA,58.5,77,74,26.2,NA,1.4,NA,1.27,NA,1.05,NA,1.38,NA,NA,ultrasound
PV2015_1019,170,182,NA,96,124,124,117.8,NA,1.64,NA,1.8,NA,1.23,NA,1.62,NA,NA,ultrasound
PV2015_1025,121,129,NA,64,90.5,87,39.8,NA,1.07,NA,1.13,NA,0.99,NA,1.44,NA,NA,ultrasound
PV2015_1026,155,169,NA,90,118,114,97.2,NA,1.27,NA,1.44,NA,1.03,NA,1.4,NA,NA,"ultrasound; testes, right=4.85cm; testes, left=6.05cm"
PV2015_1027,160,172,NA,89,114,114,99,NA,1.66,NA,2.04,NA,1.94,NA,2.12,NA,NA,ultrasound
PV2015_1028,160,174,NA,96,121.5,118,107.8,NA,2.04,NA,2.12,NA,1.54,NA,2.75,NA,NA,ultrasound
PV2015_1029,156,164,NA,91,115,111,88.2,NA,1.52,NA,1.42,NA,1.13,NA,1.52,NA,NA,ultrasound
PV2015_1030,148,159,NA,82.5,106,105,76.8,NA,1.56,NA,1.52,NA,1.17,NA,1.58,NA,NA,ultrasound
PV2015_1021,95,104,NA,49,78,74,23,NA,1.68,NA,1.66,NA,1.26,NA,2.16,NA,NA,ultrasound
PV2015_1022,96.5,103.5,NA,62,82,78.5,27.4,NA,1.3,NA,1.82,NA,1.25,NA,1.56,NA,NA,ultrasound
PV2016_1009,85,90,NA,47,62,62,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_1010,77,91,NA,44,60,60,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_1011,80,84,NA,53,64,64,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_1012,84,89,NA,47,64,64,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_1013,85,92,NA,53,69,69,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_1014,86,93,NA,49,66,66,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_1015,83,88,NA,50,63,63,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2005_0260,95,102,NA,NA,71,71,22.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2005_0261,152,161,NA,NA,154,154,60.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2006_0113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2006_0114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2006_0115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2006_0116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2006_0117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2014_2003,142,158,NA,88,115,113,83.3,NA,2.61,NA,1.7,NA,1.79,NA,1.84,NA,NA,ultrasound
PV2014_2004,138,153,NA,85,108.5,102,73.8,NA,1.88,NA,1.35,NA,1.48,NA,1.7,NA,NA,ultrasound
PV2014_2007,104,112,NA,61,86,86,36,NA,1.75,NA,2.03,NA,1.5,NA,1.86,NA,NA,ultrasound
PV2016_1016,85,87,NA,47,60,59,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_1017,85,92,NA,51,62,62,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_1018,82,87,NA,41,62,56,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_1019,72,75,NA,50.5,57,55.5,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_1020,80,83,NA,49,60,60,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_1021,81,86,NA,51,64,64,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_1022,82,88,NA,49.5,66,63,15.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_1023,87,92,NA,56,71,71,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_1024,83,87,NA,45.5,69,64,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_1025,85,88,NA,52,68,68,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_1026,84,88,NA,49,64,64,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_1027,95,99,NA,59,76,74,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_1002,81,90,NA,56,68,65,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_1003,76,80,NA,45,63,59,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_2007,77,83.5,NA,47,63.5,63,13.75,NA,1.27,NA,1.36,NA,0.97,NA,1.29,NA,NA,ultrasound
PV2016_2009,90,97,NA,67.5,79.5,76,25,NA,1.58,NA,2.35,NA,1.97,NA,2.12,NA,NA,"ultrasound; maxed out the scale at 25kg, slightly bigger"
PV2016_2010,77,82,NA,48,65,65,13.8,NA,1.6,NA,1.23,NA,0.89,NA,1.33,NA,NA,ultrasound
PV2017_1009,82,85,NA,51.5,63.5,63.5,14,NA,1.44,NA,1.72,NA,1.28,NA,1.62,NA,NA,NA
PV2007_9018,120,129,NA,78,98,94,50.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_2011,83,87,NA,49,65,65,15,NA,1.8,NA,1.36,NA,1.44,NA,1.44,NA,NA,ultrasound
PV2016_2012,87,95,NA,54.5,-99,72,18.4,NA,1.46,NA,1.76,NA,1.21,NA,1.66,NA,NA,ultrasound
PV2016_2013,79.5,85,NA,45,65,65,13.2,NA,1.17,NA,0.95,NA,0.79,NA,1.44,NA,NA,ultrasound
PV2016_2014,87,94,NA,63.5,73.5,73.5,20,NA,1.58,NA,1.76,NA,1.36,NA,1.92,NA,NA,ultrasound
PV2016_2015,82,88,NA,52.5,66.5,66,16.2,NA,1.33,NA,1.76,NA,0.93,NA,1.33,NA,NA,ultrasound
PV2016_2016,79,90,NA,56.5,72,70,19.8,NA,1.58,NA,1.7,NA,1.13,NA,1.74,NA,NA,ultrasound
PV2016_2017,82,87,NA,48.5,61,61,13.5,NA,0.93,NA,1.25,NA,1.33,NA,1.09,NA,NA,ultrasound
PV2016_2018,84,89,NA,50,71,68,18.8,NA,1.72,NA,1.56,NA,1.9,NA,1.82,NA,NA,ultrasound
PV2016_2019,86,94,NA,63,77,74,24,NA,2.1,NA,2.16,NA,1.92,NA,2.41,NA,NA,"ultrasound; maxed out the scale at 20kg, 24kg is an estimate"
PV2016_2020,74,83,NA,55,67,67,15.2,NA,1.38,NA,1.23,NA,1.25,NA,1.38,NA,NA,ultrasound
PV2015_2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2007_9017,122.5,127,NA,71.25,91.5,87.5,42.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2007_9019,134,150,NA,85,128,120,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2008_9002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2008_9003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2008_9004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2008_9005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2008_9006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2008_9007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2008_9008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2008_9009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2008_9010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2008_9012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2008_9013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2008_9014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2008_9015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_3002,153,167,NA,83,123.5,122.5,106,NA,2.1,NA,2.31,NA,1.72,NA,2.71,NA,NA,ultrasound
PV2016_3003,149,161,NA,90,114,111,89,NA,2.06,NA,1.76,NA,1.48,NA,1.7,NA,NA,ultrasound; weighed in 2 hoop nets
PV2016_3004,142,150,NA,77.5,104,104,64,NA,1.68,NA,1.62,NA,1.25,NA,1.82,NA,NA,ultrasound
PV2015_2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_3005,128,138.5,NA,70.5,94,94,49,NA,1.48,NA,1.74,NA,1.46,NA,1.13,NA,NA,ultrasound
PV2016_3007,153,160,NA,83,110,108.5,82,NA,1.72,NA,1.92,NA,1.54,NA,2,NA,NA,ultrasound
PV2016_3008,153,160,NA,88,110,109,77.5,NA,1.72,NA,1.84,NA,1.6,NA,3.04,2.47,NA,ultrasound
PV2016_3009,142,149.5,NA,74.5,101,94,64,NA,1.42,NA,1.78,NA,1.17,NA,2.43,NA,NA,ultrasound
PV2016_3010,136,145.5,NA,73.5,104,101,61,NA,0.55,NA,0.81,NA,0.55,NA,0.81,NA,NA,ultrasound
PV2016_3011,143,149,NA,68,97,94,56,NA,1.52,NA,1.25,NA,1.4,NA,1.74,NA,NA,ultrasound
PV2016_3012,151,156,149,74,110,108,74.4,NA,2.1,NA,1.98,NA,1.7,NA,2.77,NA,NA,ultrasound
PV2016_3013,155.5,167,NA,80,107,105.5,73,NA,2.04,NA,1.92,NA,1.6,NA,2.16,NA,NA,ultrasound
PV2016_3014,152,160,NA,75,112,112,83,NA,1.88,NA,1.92,NA,1.78,NA,2.1,NA,NA,ultrasound
PV2016_2002,67.5,78,NA,38,46.5,42,8.75,NA,0.24,NA,0.32,NA,0.2,NA,0.61,NA,NA,ultrasound
PV2017_1010,87,97,NA,54,68,65.5,19,NA,1.38,NA,1.5,NA,1.84,NA,1.74,NA,NA,NA
PV2011_2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2012_2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2012_2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2012_2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2012_2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2012_2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2012_2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_2004,86,93,NA,57.5,74.5,74.5,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_870,NA,NA,NA,NA,130,121,98,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_3018,105,113,NA,69.5,95.5,95.5,38.5,NA,1.66,NA,2.25,2.45,1.92,NA,2.87,NA,NA,ultrasound
PV2016_3019,150,154,148,72.5,97.5,94,64.6,NA,1.42,NA,-99,NA,1.11,NA,1.36,NA,NA,ultrasound
PV2016_3020,107,111.2,NA,53,76,76,27.6,NA,1.38,NA,1.58,NA,1.33,NA,1.7,NA,NA,ultrasound
PV2016_3021,128,138.5,NA,67.5,94,92,46,NA,1.62,NA,1.64,NA,1.23,NA,1.48,NA,NA,ultrasound
PV2016_3022,150,157,152,70.5,97.5,95,64,NA,1.9,NA,1.56,NA,1.56,NA,1.76,NA,NA,ultrasound
PV2016_3023,134,144,NA,69,96,95,53,NA,1.05,NA,1.78,NA,1.27,NA,1.36,NA,NA,ultrasound
PV2016_3024,111,117,NA,61.5,82,79,32,NA,1.58,NA,1.66,NA,1.31,NA,1.56,NA,NA,ultrasound
PV2010_9002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2010_9003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2014_2013,174,183,NA,89,127,126,129.4,NA,1.57,NA,1.77,NA,1.68,NA,1.72,NA,NA,ultrasound
PV2014_2014,147,160,NA,82,110,108,85.4,NA,1.76,NA,2.06,NA,1.71,NA,2.04,NA,NA,ultrasound
PV2016_3025,110,118,NA,58.5,82,77,31,NA,1.17,NA,1.76,NA,1.05,NA,1.62,NA,NA,ultrasound
PV2015_2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_3026,110,116.5,NA,63.5,78.5,76.5,30.4,NA,1.44,NA,1.8,NA,1.34,NA,1.38,NA,NA,ultrasound
PV2016_3027,134.3,139,110.5,70.5,90,86,46.6,NA,1.5,NA,1.56,NA,1.4,NA,1.52,NA,NA,ultrasound
PV2016_3028,107,115,NA,59,77,75,29,NA,1.5,NA,1.76,NA,1.29,NA,2,NA,NA,ultrasound
PV2016_3029,108,116,NA,60,81,76.5,30,NA,1.58,NA,1.64,NA,1.21,NA,1.44,NA,NA,ultrasound
PV2016_3030,147,158,NA,84,108.5,108,75,NA,1.96,NA,1.88,NA,1.5,NA,2.14,NA,NA,ultrasound
PV2016_3031,164,169,162.5,89,116.5,114,97,NA,1.92,NA,1.64,NA,1.52,NA,2.04,NA,NA,ultrasound
PV2016_3032,137,140.5,136,70,92.5,90.5,54,NA,1.52,NA,1.58,NA,1.17,NA,1.54,NA,NA,ultrasound
PV2016_3033,130.5,137,NA,62,90.5,86,44.5,NA,1.44,NA,1.38,NA,1.21,NA,2,NA,NA,ultrasound
PV2016_3034,116,124,NA,65.5,85,81.5,38.5,NA,1.52,NA,1.76,NA,1.31,NA,1.58,NA,NA,ultrasound
PV2016_3035,138.5,146.5,NA,83.5,105,103.5,68.5,NA,1.88,NA,2.12,NA,1.6,NA,2.02,NA,NA,ultrasound
PV2016_3017,127,138,NA,70,98,96.5,50,NA,1.64,NA,1.6,NA,1.13,NA,1.46,NA,NA,ultrasound
HF1991_27,NA,NA,NA,NA,NA,105,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF1991_31,NA,NA,NA,NA,113,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF1991_6,NA,NA,NA,NA,NA,99,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF1991_7,NA,NA,NA,NA,110,110,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2017_1011,81,88,NA,55,66,66,16,NA,1.46,NA,1.42,NA,1.32,NA,1.62,NA,NA,NA
PV2017_1012,76,85,NA,58.5,69,68.5,17,NA,1.7,NA,1.5,NA,1.4,NA,2.22,NA,NA,NA
PV2015_1023,141,153.5,NA,82,106,103,72.4,NA,1.96,NA,2.06,NA,1.5,NA,2.06,NA,NA,ultrasound
PV2015_1024,116,123,NA,63,88,88,42.4,NA,1.34,NA,1.25,NA,1.15,NA,2.16,NA,NA,ultrasound
HF2005_5955,84.5,NA,NA,NA,NA,73,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2017_1013,80,83,NA,48.5,65,65,13.5,NA,0.95,NA,1.38,NA,0.97,NA,1.3,NA,NA,NA
PV2015_2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB2009_3000,182,198,NA,109,155,135,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2006_5975,137,150,NA,NA,NA,125.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2007_6048,90,102,NA,63,88,88,32.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2007_6109,107,118,NA,68,91,88,41.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2010_1007,91,100,NA,63,75,74,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2010_2001,75,97,NA,54,70,67,21.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_1006,82,83,NA,60,70,69,18.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_1007,86,90,NA,48,66,64,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2016_1006,90,97,NA,58,73,73,18.8,NA,1.68,NA,1.42,NA,2.16,NA,2.41,NA,NA,ultrasound
PH2009_2036,57,62,NA,46,64.5,64,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_2,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_48,NA,NA,NA,NA,168,139,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_28,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_39,NA,NA,NA,NA,126,121,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_4,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
