speno,standardlength_cm,curvilinearlength_cm,standardsupinelength_cm,hipgirth_cm,maxgirth_cm,axillarygirth_cm,mass_kg,blubberthickness_cm,blubberdepthrightlateralhipa,blubberdepthrightlateralhipb,blubberdepthdorsalhipa_cm,blubberdepthdorsalhipb_cm,blubberdepthdorsalaxillarya,blubberdepthdorsalaxillaryb,blubberdepthlateralaxillarya,blubberdepthlateralaxillaryb,condition,morphometriccomments
PH2008_7051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2016_1022,83,89,NA,62,77.5,74,19.2,NA,2.26,NA,1.96,NA,1.92,NA,2.37,NA,NA,ultrasound
PH2008_7052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2008_7053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2008_7054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF1991_67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF1991_68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_24,NA,NA,NA,NA,NA,79,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_25,NA,NA,NA,NA,NA,81,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_26,NA,NA,NA,NA,NA,100,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_27,NA,NA,NA,NA,NA,102,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2014_1004,87,97,NA,63,88,88,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2014_1006,87,95,NA,64,81,79,21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2015_1001,104,115,NA,NA,74.5,52,30.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2015_1002,109,119,NA,NA,84,NA,31.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2004_0229,123,124,NA,NA,NA,84,39.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2000_425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2008_9017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2009_9000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2009_9001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2009_9002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2009_9003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2009_9004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_2003,83,96,NA,62,72.5,71,21.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_2004,90.5,100,NA,60,77,77,19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_2005,84,95,NA,62,77,73,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2010_2020,142,159,NA,85,122,119,91.2,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,ultrasound
PL2010_2021,118,129,NA,63,83,82,37,NA,NA,NA,NA,NA,1.46,NA,NA,NA,NA,ultrasound
PL2014_1017,82,92,NA,62,80,80,22.4,NA,3.21,NA,2.81,NA,NA,NA,2.19,NA,NA,ultrasound
PL2014_1019,94,102.5,NA,70,86,86,27.2,NA,2.26,NA,2.83,NA,2.3,NA,3.58,NA,NA,ultrasound
PL2014_1020,84,90,NA,62,76,74.5,21,NA,2.55,NA,2.59,NA,2.17,NA,2.41,NA,NA,ultrasound
PL2014_1027,93.5,96,NA,67,77,77,24.4,NA,2.3,NA,2.88,NA,2.41,NA,3.18,NA,NA,ultrasound
PL2014_1028,147,151.5,NA,81.5,101,99,71,NA,2.72,NA,3.27,NA,2.85,NA,1.88,NA,NA,ultrasound
PL2015_1003,112,123,NA,NA,88,NA,34.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2015_1004,138,148,NA,NA,NA,107,66.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2016_1004,143.5,156,NA,97,125.5,123.5,91.6,NA,2.56,NA,2.82,NA,2.56,NA,3.82,NA,NA,ultrasound
PV2000_428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2016_1007,143,152,NA,91.5,113.5,113.5,79.6,NA,2.14,NA,1.77,NA,1.53,NA,2.21,NA,NA,ultrasound
PL2016_1005,77,89,NA,59,75,74,17.2,NA,2.08,NA,1.82,NA,1.4,NA,2.2,NA,NA,ultrasound
PL2016_1016,144,150,NA,80,101.5,99,64.8,NA,2.03,NA,2.1,NA,1.42,NA,1.99,NA,NA,ultrasound
PL2016_1008,89,93,NA,58.5,78,77,19.8,NA,2.02,NA,1.76,NA,1.82,NA,1.86,NA,NA,ultrasound
PL2007_7002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2016_1010,79,82,NA,55,64,63,12.4,NA,1.29,NA,1.01,NA,1.03,NA,1.29,NA,NA,ultrasound
PL2016_1012,87,94,NA,63,78,74,19.4,NA,2.46,NA,1.46,NA,1.76,NA,2.43,NA,NA,ultrasound; 2 hip images not saved on ultrasound
PL2016_1015,85,93,NA,66,75,73,18.6,NA,1.96,NA,2.04,NA,2.04,NA,2.22,NA,NA,ultrasound
PL2016_1021,149,161,NA,105,129,126,106.6,NA,3.3,NA,3.41,NA,2.86,NA,4.22,NA,NA,ultrasound
PV2002_005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2016_1003,163,172,NA,106,138,138,128,NA,3.13,NA,2.47,NA,2.54,NA,2.36,NA,NA,ultrasound; 2 hip images not saved on ultrasound
PL2010_2003,99,109,NA,83,105,105,40.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2004_0206,146,154,NA,NA,NA,104,68.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2004_0207,164,171,NA,NA,NA,114,97.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2004_0201,120,125,NA,NA,NA,73,32.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2004_0203,122,136,NA,NA,NA,90,48.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2004_0204,152,159,NA,NA,NA,96.5,72.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2004_0215,120,128,NA,NA,NA,93,50.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2004_0217,146,155,NA,NA,NA,96,58.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2017_1005,77,84,NA,52,64,64,13.5,NA,1.44,NA,1.35,NA,0.95,NA,1.52,NA,NA,NA
PL2005_5961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2005_6022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2006_5949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_6035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_6036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2004_0219,137,143,NA,NA,NA,100,59.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2004_0221,145,155,NA,NA,NA,114,89.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2004_0224,145,154,NA,NA,NA,110,80.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2004_0225,156,167,NA,NA,NA,111,81.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2004_0226,109,116,NA,NA,NA,77,29.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2004_0227,113,129,NA,NA,NA,84,38.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_6046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2004_0228,147,161,NA,NA,NA,102,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV1996_353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2010_2004,97,106,NA,64,109,107,45.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2010_2005,81,90,NA,59,74,72,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2004_0230,144,158,NA,NA,NA,102,59.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2004_0231,128,139,NA,NA,NA,95,52.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2004_0232,135,145,NA,NA,NA,102,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2010_1502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2004_0234,157,165,NA,NA,NA,114,91.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2004_0235,153,164,NA,NA,NA,109,88.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_6092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_6093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_6094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_6095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_6096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_7001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_7003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_7004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_7005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_7006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_7007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_7008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_7009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_7010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_7011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_7013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_7014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_7015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_7016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_7017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_7018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_7019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_7020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_7021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_7022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_7023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_7024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_7025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_7056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_7057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_7058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_7059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_7060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_7061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_7062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_7063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_7064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV1996_374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2008_7001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2008_7002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2008_7003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2008_7004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2010_1509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2008_7005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2008_7006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2008_7007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2008_7008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2008_7009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2008_7010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2008_7011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2008_7012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2008_7013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2008_7014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2008_7015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV1994_14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2008_7016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2008_7017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2008_7018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2008_7019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2008_7020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2008_7021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2008_7022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2005_0236,148,149,NA,NA,NA,116,75.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2005_0238,147,155,NA,NA,NA,108,75.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2005_0239,143,153,NA,NA,NA,106,72.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2005_0241,131,143,NA,NA,NA,NA,60.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2005_0242,140,152,NA,NA,114,112,83.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2005_0245,138,146,NA,NA,NA,95,55.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2005_0248,132,139,NA,NA,NA,97,57.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2005_0249,145,151,NA,NA,NA,99,66.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_1501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_1502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_1503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_1504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_1505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2005_0240,102,120,NA,NA,NA,82,34.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2005_0243,103,109,NA,NA,NA,88,34.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2005_0244,120,127,NA,NA,NA,89,43.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2005_0246,112,118,NA,NA,NA,88,38.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2005_0247,124,132,NA,NA,NA,88,42.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV1996_494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2004_0209,145,153,NA,NA,NA,111,72.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2004_0210,135,147,NA,NA,NA,98,62.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2004_0211,158,165,NA,NA,NA,107,87.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2004_0218,121,133,NA,NA,NA,92,47.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV1998_A09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_7001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_7002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_7003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_7004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2010_1501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_2501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_1509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_2506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_2509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_2519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_2522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_2523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2005_0251,133,143,NA,NA,NA,103,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2005_0252,147,154,NA,NA,119,115,84.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2005_0253,133,146,NA,NA,139,138,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2005_0254,102,106,NA,NA,79,79,24.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2005_0255,158,169,NA,NA,120,118,102.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2005_0262,114,119,NA,NA,80,77,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2005_0263,145,161,NA,NA,111,111,78.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2005_0264,147,157,NA,NA,108,103,78.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2005_0265,107,115,NA,NA,80,79,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2005_0266,110,114,NA,NA,81,81,32.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2005_0267,126,133,NA,NA,93,93,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2005_0269,142,151,NA,NA,110,108,75.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2005_0270,92,100,NA,NA,78,76,24.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2005_0271,128,135,NA,NA,94,92,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2005_0272,132,143,NA,NA,103,101,67.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2005_0273,87,95,NA,NA,71,70,21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2005_0274,122,133,NA,NA,94,92,52.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2005_0275,154,171,NA,NA,125,124,113.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2005_0276,152,164,NA,NA,107,102,79.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2005_0277,131,142,NA,NA,105,102,58.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2006_0278,112,120,NA,NA,NA,79,32.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2006_0279,102,110,NA,NA,NA,80,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2006_0280,107,116,NA,NA,NA,81,30.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2006_0281,125,132,NA,NA,NA,87,46.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2006_0282,120,131,NA,NA,NA,92,47.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_2524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_2526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_2527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_2528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2010_2008,84,97,NA,63,84,84,23.8,NA,NA,NA,NA,NA,3.55,NA,NA,NA,NA,ultrasound
PL2010_2012,94,101,NA,58,73,72,20,NA,NA,NA,NA,NA,2.57,NA,NA,NA,NA,ultrasound
PL2010_2013,87,96,NA,62,83,83,23.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2010_2016,87,98,NA,70,93,93,30.4,NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA,ultrasound
PL2010_2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2010_2502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2010_2503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2010_2504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2010_2506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2010_2507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV1994_15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2007_9011,107,112,NA,72.5,91.5,91,36.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2007_9023,158.5,167.5,NA,81,112,117,87.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2007_9025,102,112,NA,65.75,87,83,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2005_0258,148,158,NA,NA,118,115,89.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
